Accession	Sample Name	SPUID	Organism	Tax ID	Strain	
SAMN19414835	DGRP_Line_100_3wk_F_Rep_1	DGRP_Line_100_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_100	
SAMN19414836	DGRP_Line_100_3wk_F_Rep_2	DGRP_Line_100_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_100	
SAMN19414837	DGRP_Line_100_3wk_M_Rep_1	DGRP_Line_100_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_100	
SAMN19414838	DGRP_Line_100_3wk_M_Rep_2	DGRP_Line_100_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_100	
SAMN19414839	DGRP_Line_101_3wk_F_Rep_1	DGRP_Line_101_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_101	
SAMN19414840	DGRP_Line_101_3wk_F_Rep_2	DGRP_Line_101_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_101	
SAMN19414841	DGRP_Line_101_3wk_M_Rep_1	DGRP_Line_101_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_101	
SAMN19414842	DGRP_Line_101_3wk_M_Rep_2	DGRP_Line_101_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_101	
SAMN19414843	DGRP_Line_109_3wk_F_Rep_1	DGRP_Line_109_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_109	
SAMN19414844	DGRP_Line_109_3wk_F_Rep_2	DGRP_Line_109_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_109	
SAMN19414845	DGRP_Line_109_3wk_M_Rep_1	DGRP_Line_109_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_109	
SAMN19414846	DGRP_Line_109_3wk_M_Rep_2	DGRP_Line_109_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_109	
SAMN19414847	DGRP_Line_129_3wk_F_Rep_1	DGRP_Line_129_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_129	
SAMN19414848	DGRP_Line_129_3wk_F_Rep_2	DGRP_Line_129_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_129	
SAMN19414849	DGRP_Line_129_3wk_M_Rep_1	DGRP_Line_129_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_129	
SAMN19414850	DGRP_Line_129_3wk_M_Rep_2	DGRP_Line_129_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_129	
SAMN19414851	DGRP_Line_136_3wk_F_Rep_1	DGRP_Line_136_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_136	
SAMN19414852	DGRP_Line_136_3wk_F_Rep_2	DGRP_Line_136_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_136	
SAMN19414853	DGRP_Line_136_3wk_M_Rep_1	DGRP_Line_136_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_136	
SAMN19414854	DGRP_Line_136_3wk_M_Rep_2	DGRP_Line_136_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_136	
SAMN19414855	DGRP_Line_138_3wk_F_Rep_1	DGRP_Line_138_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_138	
SAMN19414856	DGRP_Line_138_3wk_F_Rep_2	DGRP_Line_138_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_138	
SAMN19414857	DGRP_Line_138_3wk_M_Rep_1	DGRP_Line_138_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_138	
SAMN19414858	DGRP_Line_138_3wk_M_Rep_2	DGRP_Line_138_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_138	
SAMN19414859	DGRP_Line_142_3wk_F_Rep_1	DGRP_Line_142_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_142	
SAMN19414860	DGRP_Line_142_3wk_F_Rep_2	DGRP_Line_142_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_142	
SAMN19414861	DGRP_Line_142_3wk_M_Rep_1	DGRP_Line_142_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_142	
SAMN19414862	DGRP_Line_142_3wk_M_Rep_2	DGRP_Line_142_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_142	
SAMN19414863	DGRP_Line_149_3wk_F_Rep_1	DGRP_Line_149_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_149	
SAMN19414864	DGRP_Line_149_3wk_F_Rep_2	DGRP_Line_149_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_149	
SAMN19414865	DGRP_Line_149_3wk_M_Rep_1	DGRP_Line_149_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_149	
SAMN19414866	DGRP_Line_149_3wk_M_Rep_2	DGRP_Line_149_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_149	
SAMN19414867	DGRP_Line_153_3wk_F_Rep_1	DGRP_Line_153_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_153	
SAMN19414868	DGRP_Line_153_3wk_F_Rep_2	DGRP_Line_153_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_153	
SAMN19414869	DGRP_Line_153_3wk_M_Rep_1	DGRP_Line_153_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_153	
SAMN19414870	DGRP_Line_153_3wk_M_Rep_2	DGRP_Line_153_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_153	
SAMN19414871	DGRP_Line_158_3wk_F_Rep_2	DGRP_Line_158_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_158	
SAMN19414872	DGRP_Line_158_3wk_M_Rep_1	DGRP_Line_158_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_158	
SAMN19414873	DGRP_Line_158_3wk_M_Rep_2	DGRP_Line_158_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_158	
SAMN19414874	DGRP_Line_161_3wk_F_Rep_1	DGRP_Line_161_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_161	
SAMN19414875	DGRP_Line_161_3wk_F_Rep_2	DGRP_Line_161_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_161	
SAMN19414876	DGRP_Line_161_3wk_M_Rep_1	DGRP_Line_161_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_161	
SAMN19414877	DGRP_Line_161_3wk_M_Rep_2	DGRP_Line_161_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_161	
SAMN19414878	DGRP_Line_176_3wk_F_Rep_1	DGRP_Line_176_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_176	
SAMN19414879	DGRP_Line_176_3wk_F_Rep_2	DGRP_Line_176_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_176	
SAMN19414880	DGRP_Line_176_3wk_M_Rep_1	DGRP_Line_176_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_176	
SAMN19414881	DGRP_Line_176_3wk_M_Rep_2	DGRP_Line_176_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_176	
SAMN19414882	DGRP_Line_177_3wk_F_Rep_1	DGRP_Line_177_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_177	
SAMN19414883	DGRP_Line_177_3wk_F_Rep_2	DGRP_Line_177_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_177	
SAMN19414884	DGRP_Line_177_3wk_M_Rep_1	DGRP_Line_177_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_177	
SAMN19414885	DGRP_Line_177_3wk_M_Rep_2	DGRP_Line_177_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_177	
SAMN19414886	DGRP_Line_181_3wk_F_Rep_1	DGRP_Line_181_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_181	
SAMN19414887	DGRP_Line_181_3wk_F_Rep_2	DGRP_Line_181_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_181	
SAMN19414888	DGRP_Line_181_3wk_M_Rep_1	DGRP_Line_181_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_181	
SAMN19414889	DGRP_Line_181_3wk_M_Rep_2	DGRP_Line_181_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_181	
SAMN19414890	DGRP_Line_189_3wk_F_Rep_1	DGRP_Line_189_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_189	
SAMN19414891	DGRP_Line_189_3wk_F_Rep_2	DGRP_Line_189_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_189	
SAMN19414892	DGRP_Line_189_3wk_M_Rep_1	DGRP_Line_189_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_189	
SAMN19414893	DGRP_Line_189_3wk_M_Rep_2	DGRP_Line_189_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_189	
SAMN19414894	DGRP_Line_195_3wk_F_Rep_1	DGRP_Line_195_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_195	
SAMN19414895	DGRP_Line_195_3wk_F_Rep_2	DGRP_Line_195_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_195	
SAMN19414896	DGRP_Line_195_3wk_M_Rep_1	DGRP_Line_195_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_195	
SAMN19414897	DGRP_Line_195_3wk_M_Rep_2	DGRP_Line_195_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_195	
SAMN19414898	DGRP_Line_208_3wk_F_Rep_1	DGRP_Line_208_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_208	
SAMN19414899	DGRP_Line_208_3wk_F_Rep_2	DGRP_Line_208_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_208	
SAMN19414900	DGRP_Line_208_3wk_M_Rep_1	DGRP_Line_208_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_208	
SAMN19414901	DGRP_Line_208_3wk_M_Rep_2	DGRP_Line_208_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_208	
SAMN19414902	DGRP_Line_217_3wk_F_Rep_1	DGRP_Line_217_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_217	
SAMN19414903	DGRP_Line_217_3wk_F_Rep_2	DGRP_Line_217_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_217	
SAMN19414904	DGRP_Line_217_3wk_M_Rep_1	DGRP_Line_217_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_217	
SAMN19414905	DGRP_Line_217_3wk_M_Rep_2	DGRP_Line_217_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_217	
SAMN19414906	DGRP_Line_21_3wk_F_Rep_1	DGRP_Line_21_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_21	
SAMN19414907	DGRP_Line_21_3wk_F_Rep_2	DGRP_Line_21_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_21	
SAMN19414908	DGRP_Line_21_3wk_M_Rep_1	DGRP_Line_21_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_21	
SAMN19414909	DGRP_Line_21_3wk_M_Rep_2	DGRP_Line_21_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_21	
SAMN19414910	DGRP_Line_223_3wk_F_Rep_1	DGRP_Line_223_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_223	
SAMN19414911	DGRP_Line_223_3wk_F_Rep_2	DGRP_Line_223_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_223	
SAMN19414912	DGRP_Line_223_3wk_M_Rep_1	DGRP_Line_223_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_223	
SAMN19414913	DGRP_Line_223_3wk_M_Rep_2	DGRP_Line_223_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_223	
SAMN19414914	DGRP_Line_227_3wk_F_Rep_1	DGRP_Line_227_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_227	
SAMN19414915	DGRP_Line_227_3wk_F_Rep_2	DGRP_Line_227_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_227	
SAMN19414916	DGRP_Line_227_3wk_M_Rep_1	DGRP_Line_227_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_227	
SAMN19414917	DGRP_Line_227_3wk_M_Rep_2	DGRP_Line_227_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_227	
SAMN19414918	DGRP_Line_228_3wk_F_Rep_1	DGRP_Line_228_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_228	
SAMN19414919	DGRP_Line_228_3wk_F_Rep_2	DGRP_Line_228_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_228	
SAMN19414920	DGRP_Line_228_3wk_M_Rep_1	DGRP_Line_228_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_228	
SAMN19414921	DGRP_Line_228_3wk_M_Rep_2	DGRP_Line_228_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_228	
SAMN19414922	DGRP_Line_229_3wk_F_Rep_1	DGRP_Line_229_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_229	
SAMN19414923	DGRP_Line_229_3wk_F_Rep_2	DGRP_Line_229_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_229	
SAMN19414924	DGRP_Line_229_3wk_M_Rep_1	DGRP_Line_229_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_229	
SAMN19414925	DGRP_Line_229_3wk_M_Rep_2	DGRP_Line_229_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_229	
SAMN19414926	DGRP_Line_233_3wk_F_Rep_1	DGRP_Line_233_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_233	
SAMN19414927	DGRP_Line_233_3wk_F_Rep_2	DGRP_Line_233_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_233	
SAMN19414928	DGRP_Line_233_3wk_M_Rep_1	DGRP_Line_233_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_233	
SAMN19414929	DGRP_Line_233_3wk_M_Rep_2	DGRP_Line_233_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_233	
SAMN19414930	DGRP_Line_235_3wk_F_Rep_1	DGRP_Line_235_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_235	
SAMN19414931	DGRP_Line_235_3wk_F_Rep_2	DGRP_Line_235_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_235	
SAMN19414932	DGRP_Line_235_3wk_M_Rep_1	DGRP_Line_235_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_235	
SAMN19414933	DGRP_Line_235_3wk_M_Rep_2	DGRP_Line_235_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_235	
SAMN19414934	DGRP_Line_237_3wk_F_Rep_1	DGRP_Line_237_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_237	
SAMN19414935	DGRP_Line_237_3wk_F_Rep_2	DGRP_Line_237_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_237	
SAMN19414936	DGRP_Line_237_3wk_M_Rep_1	DGRP_Line_237_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_237	
SAMN19414937	DGRP_Line_237_3wk_M_Rep_2	DGRP_Line_237_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_237	
SAMN19414938	DGRP_Line_239_3wk_F_Rep_1	DGRP_Line_239_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_239	
SAMN19414939	DGRP_Line_239_3wk_F_Rep_2	DGRP_Line_239_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_239	
SAMN19414940	DGRP_Line_239_3wk_M_Rep_1	DGRP_Line_239_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_239	
SAMN19414941	DGRP_Line_239_3wk_M_Rep_2	DGRP_Line_239_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_239	
SAMN19414942	DGRP_Line_256_3wk_F_Rep_1	DGRP_Line_256_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_256	
SAMN19414943	DGRP_Line_256_3wk_F_Rep_2	DGRP_Line_256_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_256	
SAMN19414944	DGRP_Line_256_3wk_M_Rep_1	DGRP_Line_256_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_256	
SAMN19414945	DGRP_Line_256_3wk_M_Rep_2	DGRP_Line_256_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_256	
SAMN19414946	DGRP_Line_26_3wk_F_Rep_1	DGRP_Line_26_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_26	
SAMN19414947	DGRP_Line_26_3wk_F_Rep_2	DGRP_Line_26_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_26	
SAMN19414948	DGRP_Line_26_3wk_M_Rep_1	DGRP_Line_26_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_26	
SAMN19414949	DGRP_Line_26_3wk_M_Rep_2	DGRP_Line_26_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_26	
SAMN19414950	DGRP_Line_280_3wk_F_Rep_1	DGRP_Line_280_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_280	
SAMN19414951	DGRP_Line_280_3wk_F_Rep_2	DGRP_Line_280_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_280	
SAMN19414952	DGRP_Line_280_3wk_M_Rep_1	DGRP_Line_280_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_280	
SAMN19414953	DGRP_Line_280_3wk_M_Rep_2	DGRP_Line_280_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_280	
SAMN19414954	DGRP_Line_287_3wk_F_Rep_1	DGRP_Line_287_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_287	
SAMN19414955	DGRP_Line_287_3wk_F_Rep_2	DGRP_Line_287_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_287	
SAMN19414956	DGRP_Line_287_3wk_M_Rep_1	DGRP_Line_287_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_287	
SAMN19414957	DGRP_Line_287_3wk_M_Rep_2	DGRP_Line_287_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_287	
SAMN19414958	DGRP_Line_28_3wk_F_Rep_1	DGRP_Line_28_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_28	
SAMN19414959	DGRP_Line_28_3wk_F_Rep_2	DGRP_Line_28_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_28	
SAMN19414960	DGRP_Line_28_3wk_M_Rep_1	DGRP_Line_28_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_28	
SAMN19414961	DGRP_Line_28_3wk_M_Rep_2	DGRP_Line_28_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_28	
SAMN19414962	DGRP_Line_301_3wk_F_Rep_1	DGRP_Line_301_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_301	
SAMN19414963	DGRP_Line_301_3wk_F_Rep_2	DGRP_Line_301_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_301	
SAMN19414964	DGRP_Line_301_3wk_M_Rep_1	DGRP_Line_301_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_301	
SAMN19414965	DGRP_Line_301_3wk_M_Rep_2	DGRP_Line_301_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_301	
SAMN19414966	DGRP_Line_304_3wk_F_Rep_1	DGRP_Line_304_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_304	
SAMN19414967	DGRP_Line_304_3wk_F_Rep_2	DGRP_Line_304_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_304	
SAMN19414968	DGRP_Line_304_3wk_M_Rep_1	DGRP_Line_304_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_304	
SAMN19414969	DGRP_Line_304_3wk_M_Rep_2	DGRP_Line_304_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_304	
SAMN19414970	DGRP_Line_306_3wk_F_Rep_1	DGRP_Line_306_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_306	
SAMN19414971	DGRP_Line_306_3wk_F_Rep_2	DGRP_Line_306_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_306	
SAMN19414972	DGRP_Line_306_3wk_M_Rep_1	DGRP_Line_306_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_306	
SAMN19414973	DGRP_Line_306_3wk_M_Rep_2	DGRP_Line_306_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_306	
SAMN19414974	DGRP_Line_307_3wk_F_Rep_1	DGRP_Line_307_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_307	
SAMN19414975	DGRP_Line_307_3wk_F_Rep_2	DGRP_Line_307_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_307	
SAMN19414976	DGRP_Line_307_3wk_M_Rep_1	DGRP_Line_307_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_307	
SAMN19414977	DGRP_Line_307_3wk_M_Rep_2	DGRP_Line_307_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_307	
SAMN19414978	DGRP_Line_309_3wk_F_Rep_1	DGRP_Line_309_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_309	
SAMN19414979	DGRP_Line_309_3wk_F_Rep_2	DGRP_Line_309_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_309	
SAMN19414980	DGRP_Line_309_3wk_M_Rep_1	DGRP_Line_309_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_309	
SAMN19414981	DGRP_Line_309_3wk_M_Rep_2	DGRP_Line_309_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_309	
SAMN19414982	DGRP_Line_310_3wk_F_Rep_1	DGRP_Line_310_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_310	
SAMN19414983	DGRP_Line_310_3wk_F_Rep_2	DGRP_Line_310_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_310	
SAMN19414984	DGRP_Line_310_3wk_M_Rep_1	DGRP_Line_310_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_310	
SAMN19414985	DGRP_Line_310_3wk_M_Rep_2	DGRP_Line_310_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_310	
SAMN19414986	DGRP_Line_313_3wk_F_Rep_2	DGRP_Line_313_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_313	
SAMN19414987	DGRP_Line_313_3wk_M_Rep_1	DGRP_Line_313_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_313	
SAMN19414988	DGRP_Line_313_3wk_M_Rep_2	DGRP_Line_313_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_313	
SAMN19414989	DGRP_Line_315_3wk_F_Rep_1	DGRP_Line_315_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_315	
SAMN19414990	DGRP_Line_315_3wk_F_Rep_2	DGRP_Line_315_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_315	
SAMN19414991	DGRP_Line_315_3wk_M_Rep_1	DGRP_Line_315_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_315	
SAMN19414992	DGRP_Line_315_3wk_M_Rep_2	DGRP_Line_315_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_315	
SAMN19414993	DGRP_Line_317_3wk_F_Rep_1	DGRP_Line_317_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_317	
SAMN19414994	DGRP_Line_317_3wk_F_Rep_2	DGRP_Line_317_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_317	
SAMN19414995	DGRP_Line_317_3wk_M_Rep_1	DGRP_Line_317_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_317	
SAMN19414996	DGRP_Line_317_3wk_M_Rep_2	DGRP_Line_317_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_317	
SAMN19414997	DGRP_Line_318_3wk_F_Rep_1	DGRP_Line_318_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_318	
SAMN19414998	DGRP_Line_318_3wk_F_Rep_2	DGRP_Line_318_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_318	
SAMN19414999	DGRP_Line_318_3wk_M_Rep_1	DGRP_Line_318_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_318	
SAMN19415000	DGRP_Line_318_3wk_M_Rep_2	DGRP_Line_318_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_318	
SAMN19415001	DGRP_Line_319_3wk_F_Rep_1	DGRP_Line_319_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_319	
SAMN19415002	DGRP_Line_319_3wk_F_Rep_2	DGRP_Line_319_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_319	
SAMN19415003	DGRP_Line_319_3wk_M_Rep_1	DGRP_Line_319_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_319	
SAMN19415004	DGRP_Line_319_3wk_M_Rep_2	DGRP_Line_319_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_319	
SAMN19415005	DGRP_Line_31_3wk_F_Rep_1	DGRP_Line_31_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_31	
SAMN19415006	DGRP_Line_31_3wk_F_Rep_2	DGRP_Line_31_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_31	
SAMN19415007	DGRP_Line_31_3wk_M_Rep_1	DGRP_Line_31_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_31	
SAMN19415008	DGRP_Line_31_3wk_M_Rep_2	DGRP_Line_31_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_31	
SAMN19415009	DGRP_Line_320_3wk_F_Rep_1	DGRP_Line_320_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_320	
SAMN19415010	DGRP_Line_320_3wk_F_Rep_2	DGRP_Line_320_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_320	
SAMN19415011	DGRP_Line_320_3wk_M_Rep_1	DGRP_Line_320_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_320	
SAMN19415012	DGRP_Line_320_3wk_M_Rep_2	DGRP_Line_320_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_320	
SAMN19415013	DGRP_Line_321_3wk_F_Rep_1	DGRP_Line_321_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_321	
SAMN19415014	DGRP_Line_321_3wk_F_Rep_2	DGRP_Line_321_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_321	
SAMN19415015	DGRP_Line_321_3wk_M_Rep_1	DGRP_Line_321_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_321	
SAMN19415016	DGRP_Line_321_3wk_M_Rep_2	DGRP_Line_321_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_321	
SAMN19415017	DGRP_Line_324_3wk_F_Rep_1	DGRP_Line_324_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_324	
SAMN19415018	DGRP_Line_324_3wk_F_Rep_2	DGRP_Line_324_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_324	
SAMN19415019	DGRP_Line_324_3wk_M_Rep_1	DGRP_Line_324_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_324	
SAMN19415020	DGRP_Line_324_3wk_M_Rep_2	DGRP_Line_324_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_324	
SAMN19415021	DGRP_Line_32_3wk_F_Rep_1	DGRP_Line_32_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_32	
SAMN19415022	DGRP_Line_32_3wk_F_Rep_2	DGRP_Line_32_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_32	
